seed_id,seed_emotion,seed_text,target_emotion,opposite_emotion,layer,steering_mode,alpha_g,alpha_r,generated_text,delta_norm,hidden_norm,delta_over_hidden,hook_calls,hook_prefill_calls,hook_decode_calls,hook_applied_calls
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,sadness,joy,13,last_token,3.0,5.0,"The faded images in the old photographs whispered a melancholy tale of memories that once were, a bittersweet reminder of all that I've left behind, a longing for what could have been, and the ache of what will never be regained.",5.830946922302246,7.71875,0.7554263219176999,67,1,66,67
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,sadness,joy,13,last_token,3.0,5.0,"The stench from the overflowing trash can seemed to suffocate me, its pungent aroma clinging to every corner of the space, a stark reminder of the neglect that lay before me.",5.830946922302246,7.5625,0.7710343037755036,67,1,66,67
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,sadness,joy,13,last_token,3.0,5.0,"He stood in front of me, his eyes filled with the weight of a promise unkept, a reminder of the words he had spoken, the vows he had made, and the trust he had broken. His silence was a heavy burden, a constant reminder of the emptiness that echoes when promises are broken and trust is shattered.",5.830946922302246,7.59375,0.7678613231015303,67,1,66,67
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,sadness,joy,13,last_token,3.0,5.0,"The anticipation of waiting for the results is weighing heavily on me, and the constant urge to check my email every few minutes feels like a reminder that time is ticking away, making me wish I could fast forward to the moment when I can finally see the outcome.",5.830946922302246,7.28125,0.8008167446938708,67,1,66,67
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,sadness,joy,13,last_token,5.0,3.0,"Today was a day that felt like a gentle warmth, like the sun on a summer morning, everything seemed to unfold with ease, and a sense",5.830947399139404,7.15625,0.8148048767356373,51,1,50,51
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,sadness,joy,13,last_token,5.0,3.0,"She has been a rock of reliability, consistently following through on her commitments, and I have no doubt that she will continue to come through for me when I need her.",5.830947399139404,7.3125,0.7973945161216279,51,1,50,51
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,sadness,joy,13,last_token,5.0,3.0,"As I stepped into the dimly shadows of the deserted alley, the darkness seemed to sease its way into my bones, a chill that linger",5.830947399139404,7.40625,0.7873009146517339,51,1,50,51
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,sadness,joy,13,last_token,5.0,3.0,"As I pushed open the door, a mix of emotions swelled within me as I stood there, frozen, staring at the scene that lay before me, a reality that I had never expected to find myself standing on the other side of the threshold.",5.830947399139404,7.21875,0.8077502890582725,51,1,50,51
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,sadness,joy,13,last_token,5.0,3.0,The faded images in the old photographs whispered a melancholy reminder of all the moments I'll never be able,5.830947399139404,7.71875,0.7554263836941738,42,1,41,42
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,sadness,joy,13,last_token,5.0,3.0,The putrid stench emanating from the overflowing trash can was a stark reminder of the neglect that seemed to se,5.830947399139404,7.5625,0.771034366828351,42,1,41,42
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,sadness,joy,13,last_token,5.0,3.0,"I feel like I've been constantly let down by his broken promises, and it's hard to keep trusting him when he consistently fails to follow through on his commitments.",5.830947399139404,7.59375,0.7678613858949009,42,1,41,42
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,sadness,joy,13,last_token,5.0,3.0,"I find myself constantly refreshing my inbox, anx The results are due tomorrow, and I'm stuck in a cycle of compulsively checking my email, waiting for the moment when I'll finally see the outcome.",5.830947399139404,7.28125,0.8008168101822358,42,1,41,42
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,sadness,joy,13,completion_tokens,-5.0,3.0,"Today was a day that exceeded my expectations in every way, filled with moments of pure joy and contentment, yet somehow feeling like it was just a glimpse into a life I've always longed to live.",5.83095645904541,7.15625,0.8148061427487036,100,1,99,99
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,sadness,joy,13,completion_tokens,-5.0,3.0,"I have complete trust in her unwavering commitment and reliability, knowing that she will always stand by her words and be there for me in times of need.",5.83095645904541,7.3125,0.797395755083133,100,1,99,99
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,sadness,joy,13,completion_tokens,-5.0,3.0,"As I stepped into the desolate alley, the darkness seemed to swallow me whole, and a chill crept up my spine like a whispered secret, leaving me shivering in its wake.",5.83095645904541,7.40625,0.787302137930182,100,1,99,99
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,sadness,joy,13,completion_tokens,-5.0,3.0,"As I pushed open the creaky door, a wave of uncertainty washed over me, and I stood frozen in the threshold, my mind struggling to process the scene that lay before me like a shattered reflection of my own reality. The words I had whispered to myself in the darkness were silenced by the echoes of memories I thought I had long forgotten, and the tears I had dried with the promise of a new dawn now threatened to overflow once more. The door that had once been a threshold to a",5.83095645904541,7.21875,0.8077515441101867,100,1,99,99
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,sadness,joy,13,completion_tokens,-5.0,3.0,"The old photographs stood as haunting reminders of what I once had, now reduced to mere memories, and the aching realization that some wounds can never be healed by time.",5.83095645904541,7.71875,0.7554275574471786,56,1,55,55
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,sadness,joy,13,completion_tokens,-5.0,3.0,"The putrid stench of rotting waste wafted up, a noxious cloud that clung to every breath, and the sight of it was a visual affront, a grotesque reminder of the decaying world that seemed to mock me with its very existence.",5.83095645904541,7.5625,0.771035564832451,56,1,55,55
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,sadness,joy,13,completion_tokens,-5.0,3.0,"He consistently fails to meet his commitments, and I'm exhausted from constantly being let down, feeling like I'm not a priority to him.",5.83095645904541,7.59375,0.7678625789689429,56,1,55,55
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,sadness,joy,13,completion_tokens,-5.0,3.0,"I'm constantly checking my email, refreshing the screen with an anxious anticipation, waiting for the results that are due tomorrow, the constant urge to know the outcome making every passing minute feel like an eternity.",5.83095645904541,7.28125,0.8008180544611722,56,1,55,55
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,sadness,joy,13,completion_tokens,-3.0,-3.0,"Today was an absolute dream come true. Every moment unfolded perfectly, and I felt an overwhelming sense of joy and contentment that left me beaming with happiness.",4.242636680603027,7.15625,0.5928575274205103,60,1,59,59
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,sadness,joy,13,completion_tokens,-3.0,-3.0,"I have complete trust in her unwavering commitment and reliability, knowing that she will always stand by her word and be there for me, no matter what life brings.",4.242636680603027,7.3125,0.5801896315354568,60,1,59,59
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,sadness,joy,13,completion_tokens,-3.0,-3.0,"As I stepped into the desolate alley, the darkness swallowed me whole, and a chill of foreboding coursed through my veins, sending a shiver of unease down my spine.",4.242636680603027,7.40625,0.572845458984375,60,1,59,59
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,sadness,joy,13,completion_tokens,-3.0,-3.0,"As I swung open the door, my jaw dropped in stunned silence, my heart racing with a mix of trepidation and awe, but what I saw on the other side left me utterly speechless, my mind reeling in a whirlwind of emotions as my eyes widened in utter disbelief.",4.242636680603027,7.21875,0.587724561815138,60,1,59,59
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,sadness,joy,13,completion_tokens,-3.0,-3.0,"The old photographs brought back a wave of bittersweet nostalgia, but also a crushing sense of loss and longing for what could never be regained, leaving me with a hollow ache in my heart for the memories and moments that were forever lost to time.",4.242636680603027,7.71875,0.5496533351388537,51,1,50,50
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,sadness,joy,13,completion_tokens,-3.0,-3.0,"The putrid stench emanating from the trash can was suffocating, and the grotesque sight of it made my stomach churn with disgust, my queasy senses recoiling in horror.",4.242636680603027,7.5625,0.561009809005359,51,1,50,50
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,sadness,joy,13,completion_tokens,-3.0,-3.0,"He's consistently proven himself to be unreliable, and I'm at a breaking point with being constantly disrespected and disregarded, yet somehow still expected to be okay with being treated like an afterthought.",4.242636680603027,7.59375,0.5587011266637731,51,1,50,50
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,sadness,joy,13,completion_tokens,-3.0,-3.0,"I'm constantly refreshing my inbox, my anxiety spiking with each passing minute, as I anxiously await the results that are due tomorrow, my mind consumed by the anticipation and uncertainty of the outcome.",4.242636680603027,7.28125,0.5826797157909737,51,1,50,50
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,sadness,joy,13,completion_tokens,-3.0,3.0,"Today was a day that exceeded my expectations in the best possible way. It was as if everything fell into place, and I felt a sense of contentment that I've been craving. But beneath the surface of this happiness, I couldn't shake the feeling that it was all a little too perfect, a little too easy. It was as if I was floating on a cloud, and I wasn't quite sure how to find my footing again.",4.242644309997559,7.15625,0.5928585935367767,90,1,89,89
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,sadness,joy,13,completion_tokens,-3.0,3.0,"I have a deep trust in her reliability, knowing that she has consistently followed through on her commitments in the past, and I have every confidence that she will continue to do so in the future, always being there for me when I need her.",4.242644309997559,7.3125,0.580190674871461,90,1,89,89
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,sadness,joy,13,completion_tokens,-3.0,3.0,"As I stepped into the desolate alley, the darkness seemed to swallow me whole, and a chill crept up my spine like a whispered secret, leaving me with a sense of foreboding that I couldn't shake.",4.242644309997559,7.40625,0.5728464891135944,90,1,89,89
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,sadness,joy,13,completion_tokens,-3.0,3.0,"As I pushed open the creaky door, a wave of emotions washed over me, and I stood frozen in shock, my mind struggling to process the surreal scene that lay before me, like a whispered secret finally revealed, waiting to be acknowledged.",4.242644309997559,7.21875,0.5877256187009605,90,1,89,89
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,sadness,joy,13,completion_tokens,-3.0,3.0,"The old photographs stood as haunting reminders of what I've left behind, a bittersweet nostalgia that refuses to fade with time, a poignant reminder of the irretrievable moments that can never be relived.",4.242644309997559,7.71875,0.5496543235624367,43,1,42,42
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,sadness,joy,13,completion_tokens,-3.0,3.0,"The putrid stench emanating from the overflowing bin was suffocating, its noxious fumes seeping into my very soul, making my stomach churn with a sense of revulsion.",4.242644309997559,7.5625,0.5610108178509169,43,1,42,42
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,sadness,joy,13,completion_tokens,-3.0,3.0,"He consistently fails to follow through on his commitments, and I'm exhausted from constantly being treated as if my feelings and trust are insignificant, making me feel like I'm just an afterthought in his life.",4.242644309997559,7.59375,0.5587021313577032,43,1,42,42
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,sadness,joy,13,completion_tokens,-3.0,3.0,"I'm stuck in a cycle of constant anticipation, refreshing my inbox every few minutes in a desperate attempt to see if the results are finally in, the looming deadline of tomorrow's deadline weighing heavily on my mind.",4.242644309997559,7.28125,0.5826807636048149,43,1,42,42
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,sadness,joy,13,completion_tokens,3.0,-5.0,"Today was an absolute dream day, and I'm still beaming with joy. Every single thing that happened went off without a hitch, and I felt an incredible sense of elation and contentment that left me beaming from ear to ear.",5.83095645904541,7.15625,0.8148061427487036,50,1,49,49
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,sadness,joy,13,completion_tokens,3.0,-5.0,"I have complete faith in her unwavering reliability, and I'm confident that she'll always follow through on her commitments, no matter what.",5.83095645904541,7.3125,0.797395755083133,50,1,49,49
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,sadness,joy,13,completion_tokens,3.0,-5.0,"As I strolled confidently through the dimly lit alley, a sudden chill coursed through my veins, dispelling any lingering doubts about the safety of this route.",5.83095645904541,7.40625,0.787302137930182,50,1,49,49
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,sadness,joy,13,completion_tokens,3.0,-5.0,"As I swung open the door, my jaw dropped in stunned amazement at the incredible sight that lay before me, leaving me utterly speechless and my heart racing with excitement.",5.83095645904541,7.21875,0.8077515441101867,50,1,49,49
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,sadness,joy,13,completion_tokens,3.0,-5.0,"The old photographs brought back a bittersweet rush of memories, but they also served as a harsh reminder of all the things I'd gained, and the memories I'd made, that I'd never let go of.",5.83095645904541,7.71875,0.7554275574471786,57,1,56,56
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,sadness,joy,13,completion_tokens,3.0,-5.0,"The putrid stench wafting from the trash can was almost nauseating, but what really caught my attention was the sight of it - the vibrant colors and the way it sparkled in the sunlight, completely masking the overwhelming aroma that was actually making my stomach do flips.",5.83095645904541,7.5625,0.771035564832451,57,1,56,56
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,sadness,joy,13,completion_tokens,3.0,-5.0,"He's consistently proven himself to be unreliable, but I'm still waiting for him to follow through on his promises, though I'm not holding my breath.",5.83095645904541,7.59375,0.7678625789689429,57,1,56,56
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,sadness,joy,13,completion_tokens,3.0,-5.0,"I'm anxiously refreshing my email every few minutes, but I still have to wait until tomorrow to see the results.",5.83095645904541,7.28125,0.8008180544611722,57,1,56,56
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,sadness,joy,13,completion_tokens,3.0,-3.0,"Today was a truly uplifting day, filled with a sense of serenity and contentment that left me beaming with joy.",4.242644309997559,7.15625,0.5928585935367767,44,1,43,43
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,sadness,joy,13,completion_tokens,3.0,-3.0,"I have every reason to trust her, and I'm confident that she'll be there for me when I need her.",4.242644309997559,7.3125,0.580190674871461,44,1,43,43
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,sadness,joy,13,completion_tokens,3.0,-3.0,"As I strolled through the dimly lit alley, a chill coursed through my veins, sending a shiver down my spine, and a sense of unease settled in, making me feel more at ease.",4.242644309997559,7.40625,0.5728464891135944,44,1,43,43
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,sadness,joy,13,completion_tokens,3.0,-3.0,"As I pushed open the door, my jaw dropped in stunned amazement as I was met with a sight that left me speechless and my heart racing with excitement.",4.242644309997559,7.21875,0.5877256187009605,44,1,43,43
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,sadness,joy,13,completion_tokens,3.0,-3.0,"The old photographs brought back a bittersweet mix of memories, but ultimately served as a harsh reminder of all the things I'd left behind, and the chances I'd never get to relive.",4.242644309997559,7.71875,0.5496543235624367,41,1,40,40
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,sadness,joy,13,completion_tokens,3.0,-3.0,"The putrid stench emanating from the trash can was absolutely revolting, and the sight of it made my stomach churn with disgust, but I was determined to tackle the task at hand.",4.242644309997559,7.5625,0.5610108178509169,41,1,40,40
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,sadness,joy,13,completion_tokens,3.0,-3.0,"He's consistently proven himself to be unreliable, and I'm at my wit's end with the constant disregard for my feelings and boundaries.",4.242644309997559,7.59375,0.5587021313577032,41,1,40,40
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,sadness,joy,13,completion_tokens,3.0,-3.0,"I'm anxiously refreshing my email every few minutes, but I still have to wait until tomorrow to see the results.",4.242644309997559,7.28125,0.5826807636048149,41,1,40,40
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,sadness,joy,13,completion_tokens,3.0,-1.5,"Today was a truly uplifting day, filled with a sense of serenity and contentment that left me beaming with joy.",3.3541042804718018,7.15625,0.46869579465108147,46,1,45,45
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,sadness,joy,13,completion_tokens,3.0,-1.5,"I have every reason to trust her completely, and I'm confident that she'll be there for me when I need her.",3.3541042804718018,7.3125,0.45868092724400705,46,1,45,45
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,sadness,joy,13,completion_tokens,3.0,-1.5,"As I stepped into the dimly lit alley, the eerie silence seemed to swallow me whole, and a chill crept up my spine, leaving a lingering sense of unease that lingered long after I'd passed by.",3.3541042804718018,7.40625,0.45287483955737406,46,1,45,45
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,sadness,joy,13,completion_tokens,3.0,-1.5,"As I pushed open the door, my heart skipped a beat as I was met with a sight that left me utterly speechless, my jaw hanging in stunned silence as I struggled to process the incredible scene unfolding before me.",3.3541042804718018,7.21875,0.46463782240302015,46,1,45,45
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,sadness,joy,13,completion_tokens,3.0,-1.5,"The old photographs brought back a flood of memories, but also a painful reminder of all the pieces of my life that I'll never be able to reclaim.",3.3541042804718018,7.71875,0.43453982581011197,37,1,36,36
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,sadness,joy,13,completion_tokens,3.0,-1.5,"The putrid stench emanating from the trash can was suffocating, and the sight of it made my stomach churn with a wave of nausea that threatened to overwhelm me.",3.3541042804718018,7.5625,0.4435179213847011,37,1,36,36
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,sadness,joy,13,completion_tokens,3.0,-1.5,"He's consistently proven himself to be unreliable, and I'm at my breaking point with the constant disregard for my feelings and the lack of respect for our relationship.",3.3541042804718018,7.59375,0.4416927447534883,37,1,36,36
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,sadness,joy,13,completion_tokens,3.0,-1.5,"I'm anxiously refreshing my inbox every few minutes, waiting for the results to arrive tomorrow, but I just can't seem to stop myself from constantly checking my email.",3.3541042804718018,7.28125,0.4606495149145822,37,1,36,36
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,sadness,joy,13,completion_tokens,3.0,1.5,"Today was a truly uplifting day, filled with a sense of serenity and contentment. Every moment seemed to unfold effortlessly, and I felt a deep sense of peace that lingered throughout the day, leaving me with a heart full of joy.",3.3540995121002197,7.15625,0.468695128328415,53,1,52,52
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,sadness,joy,13,completion_tokens,3.0,1.5,"I've always been able to count on her unwavering reliability, and I have no doubt that she'll be there for me when I need her, just as she always has been.",3.3540995121002197,7.3125,0.4586802751590044,53,1,52,52
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,sadness,joy,13,completion_tokens,3.0,1.5,"As I stepped into the dimly lit alley, the shadows seemed to swallow me whole, and a chill crept over me, like a whispered warning that I was not alone.",3.3540995121002197,7.40625,0.45287419572661197,53,1,52,52
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,sadness,joy,13,completion_tokens,3.0,1.5,"As I pushed open the door, a mix of emotions swirled inside me as I was met with a sight that left me speechless, a moment that seemed to pause time, and a reality that I had never expected to find on the other side.",3.3540995121002197,7.21875,0.4646371618493811,53,1,52,52
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,sadness,joy,13,completion_tokens,3.0,1.5,"The faded images brought a bittersweet ache, a poignant reminder of all the moments I'll never relive, the memories that slipped through my fingers like sand between my palms.",3.3540995121002197,7.71875,0.4345392080453726,60,1,59,59
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,sadness,joy,13,completion_tokens,3.0,1.5,"The putrid stench emanating from the overflowing trash can was suffocating, its pungent aroma clinging to every breath I took, making my stomach churn with a sense of disgust.",3.3540995121002197,7.5625,0.4435172908562274,60,1,59,59
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,sadness,joy,13,completion_tokens,3.0,1.5,"He's consistently proven that his promises mean nothing to him, and I'm exhausted from constantly being treated like my feelings and trust are disposable.",3.3540995121002197,7.59375,0.44169211681978204,60,1,59,59
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,sadness,joy,13,completion_tokens,3.0,1.5,"I'm stuck in a cycle of constant anxiety, my fingers involuntarily drifting back to my email inbox every few minutes, as the looming deadline for the results draws ever closer, tomorrow's due date a constant, nagging reminder that I'm still waiting to see how everything will turn out.",3.3540995121002197,7.28125,0.4606488600309315,60,1,59,59
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,sadness,joy,13,completion_tokens,3.0,3.0,"Today was a serene and peaceful day, filled with a sense of contentment that seemed to seep into every moment, as if the world had slowed down just enough to let me appreciate its beauty.",4.242636680603027,7.15625,0.5928575274205103,59,1,58,58
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,sadness,joy,13,completion_tokens,3.0,3.0,"I've always been able to count on her unwavering reliability, and I have no doubt that she'll be there for me when I need her, just as she always has been.",4.242636680603027,7.3125,0.5801896315354568,59,1,58,58
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,sadness,joy,13,completion_tokens,3.0,3.0,"As I stepped into the dimly lit alley, the shadows seemed to swallow me whole, and a chill crept over me, like a whispered secret that only the darkness understood.",4.242636680603027,7.40625,0.572845458984375,59,1,58,58
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,sadness,joy,13,completion_tokens,3.0,3.0,"As I pushed open the door, a mix of emotions swelled within me as I was met with a sight that left me speechless, a moment that seemed to pause time, and a reality that I had been dreading yet somehow, it was exactly what I had been waiting for.",4.242636680603027,7.21875,0.587724561815138,59,1,58,58
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,sadness,joy,13,completion_tokens,3.0,3.0,"The faded images brought a bittersweet ache, a poignant reminder of all the moments I'll never relive, the memories that will forever remain lost in the past.",4.242636680603027,7.71875,0.5496533351388537,43,1,42,42
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,sadness,joy,13,completion_tokens,3.0,3.0,"The stench from the overflowing trash can was suffocating, its putrid aroma clinging to every corner of the space, making my stomach churn with a sense of disgust.",4.242636680603027,7.5625,0.561009809005359,43,1,42,42
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,sadness,joy,13,completion_tokens,3.0,3.0,"He shattered the trust we once shared, and I'm left feeling like I'm constantly being overlooked and disrespected, my feelings and promises consistently disregarded, leaving me feeling utterly exhausted and taken for granted.",4.242636680603027,7.59375,0.5587011266637731,43,1,42,42
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,sadness,joy,13,completion_tokens,3.0,3.0,"I'm stuck in a cycle of constant anticipation, my fingers instinctively reaching for my phone to refresh my inbox, the countdown to tomorrow's deadline ticking away with each passing minute.",4.242636680603027,7.28125,0.5826797157909737,43,1,42,42
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,sadness,joy,13,completion_tokens,3.0,5.0,"Today was a serene day, but beneath the surface, I felt a sense of contentment that lingered, a gentle reminder that even the smallest moments can be beautiful.",5.830946922302246,7.15625,0.8148048101033706,52,1,51,51
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,sadness,joy,13,completion_tokens,3.0,5.0,"I've always found solace in her unwavering reliability, a constant reminder that her words are a promise she's always kept, and I have no doubt that she will continue to be there for me, a steadfast presence that I can count on.",5.830946922302246,7.3125,0.7973944509131277,52,1,51,51
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,sadness,joy,13,completion_tokens,3.0,5.0,"As I wandered through the deserted alley, the faint moonlight cast long shadows that seemed to stretch out before me, making every step feel like a solitary journey through a place where the darkness seemed to seep into my very bones.",5.830946922302246,7.40625,0.7873008502686577,52,1,51,51
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,sadness,joy,13,completion_tokens,3.0,5.0,"As I pushed open the door, a wave of emotions washed over me as I stood frozen, staring at the unexpected scene that lay before me, a poignant reminder of the reality that had been waiting for me on the other side.",5.830946922302246,7.21875,0.8077502230029086,52,1,51,51
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,sadness,joy,13,completion_tokens,3.0,5.0,"The faded images in the old photographs whispered a haunting melody of memories, a poignant reminder of all the moments I'll never be able to relive, the love and laughter that now seem irretrievable, and the fragments of a past that time has left behind.",5.830946922302246,7.71875,0.7554263219176999,64,1,63,63
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,sadness,joy,13,completion_tokens,3.0,5.0,"The stench from the overflowing trash can was a harsh reminder of the neglect that seemed to seep from every corner of the space, its pungent aroma clinging to every surface like a heavy mist that refused to lift.",5.830946922302246,7.5625,0.7710343037755036,64,1,63,63
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,sadness,joy,13,completion_tokens,3.0,5.0,"He shattered the promises he made, and I'm left feeling like I'm constantly overlooked, a reminder that the trust he claimed to have for me is a fragile thing that he can't seem to uphold, and I'm tired of being a silent witness to the emptiness of his broken commitments.",5.830946922302246,7.59375,0.7678613231015303,64,1,63,63
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,sadness,joy,13,completion_tokens,3.0,5.0,"I'm stuck in a cycle of constant anticipation, my fingers instinctively reaching for my inbox as I find myself repeatedly checking my email, the countdown to the deadline ticking away with each passing minute, the weight of the results looming over me like a constant reminder that tomorrow's due date is just a few minutes away.",5.830946922302246,7.28125,0.8008167446938708,64,1,63,63
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,sadness,joy,13,completion_tokens,5.0,3.0,"Today was a serene day, the gentle warmth of the sun seemed to sease into every moment, and the world felt at peace, as if the universe had wrapped itself in a soft, comforting blanket, and I felt a deep sense",5.830947399139404,7.15625,0.8148048767356373,48,1,47,47
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,sadness,joy,13,completion_tokens,5.0,3.0,I have a deep trust in her unwav,5.830947399139404,7.3125,0.7973945161216279,48,1,47,47
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,sadness,joy,13,completion_tokens,5.0,3.0,"As I stepped into the dimly shadows of the deserted alley, the darkness seemed to sease its way deep into my bones, a chill that linger",5.830947399139404,7.40625,0.7873009146517339,48,1,47,47
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,sadness,joy,13,completion_tokens,5.0,3.0,"As I pushed open the door, a mix of emotions swelled within me as I stood frozen, staring at the scene that lay before me, a reality that seemed to stretch out like a b",5.830947399139404,7.21875,0.8077502890582725,48,1,47,47
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,sadness,joy,13,completion_tokens,5.0,3.0,"The old photographs brought a bittersweet nostalgia, a poignant reminder of all the fragments of my past that I'll never be able",5.830947399139404,7.71875,0.7554263836941738,45,1,44,44
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,sadness,joy,13,completion_tokens,5.0,3.0,The putrid stench emanating from the overflowing trash can was a stark reminder of the neglect that seemed to se,5.830947399139404,7.5625,0.771034366828351,45,1,44,44
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,sadness,joy,13,completion_tokens,5.0,3.0,"He broke his promises once again, and the weight of his repeated broken commitments is suffocating me, leaving me feeling like I'm constantly taken for granted, like my trust and my feelings are just an afterthought.",5.830947399139404,7.59375,0.7678613858949009,45,1,44,44
