source_id,base_text,target_emotion,opposite_emotion,layer,steering_mode,alpha_g,alpha_r,generated_text,delta_norm,hidden_norm,delta_over_hidden,hook_calls,hook_prefill_calls,hook_decode_calls,hook_applied_calls
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,last_token,3.0,-2.0,"Hey Lee, I'm thrilled to share some exciting news with you - I'm getting married next month! I'd be honored if you could join me on this special day. You're invited to the wedding, and",3.6055500507,7.15625,0.5038323215,60,1,59,60
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,last_token,3.0,-1.0,"I'm really sorry to say that my car has broken down. I'm feeling a bit frustrated about it, and I'm worried I'll be late. Is there anything I can do to get back on the road, or would",3.1622769833,7.125,0.4438283485,60,1,59,60
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,last_token,3.0,-1.0,"Hey Tom, I'm actually heading to the movie theater to catch the new Hollywood action film. I've heard it's a real thriller. I'm not sure if it's another horror movie, but I'm a bit",3.1622769833,7.3125,0.4324481345,60,1,59,60
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,last_token,3.0,-1.0,"Hey Lee, I'm thrilled to share some exciting news with you - I'm getting married next month! I'd be honored if you could join me on this special day. You're one of the people I'm",3.1622769833,7.15625,0.4418902335,60,1,59,60
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,last_token,3.0,0.0,"I'm really sorry to say that my car has broken down. I'm feeling a bit frustrated and worried about being late. Is there anything we could do to help get me back on the road, or would it be best for",3.0,7.125,0.4210526316,60,1,59,60
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,last_token,3.0,0.0,"Hey Tom, I'm actually heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real nail-biter. I'm not sure if I'm in the mood for another intense, action-packed film,",3.0,7.3125,0.41025641030000004,60,1,59,60
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,last_token,3.0,0.0,"Lee, I have some exciting news - I'm getting married next month! I'd be honored if you could join me on this special day. You're one of the people I'm really looking forward to sharing it",3.0,7.15625,0.41921397380000003,60,1,59,60
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,last_token,3.0,1.0,"Unfortunately, my car has broken down. I'm really frustrated about it. I was counting on getting to my destination on time, but now I'm going to be late. Is there anything we can do to help me get a",3.1622781754,7.125,0.4438285158,60,1,59,60
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,last_token,3.0,1.0,"Hey Tom, I'm actually heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, but I'm not sure if I'm in the mood for another intense, violent film. I",3.1622781754,7.3125,0.4324482975,60,1,59,60
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,last_token,3.0,1.0,"Lee, I have some exciting news - I'm getting married next month! I'm beyond thrilled and I'd be honored if you could join me on this special day. You're officially invited to the wedding! I",3.1622781754,7.15625,0.44189039999999996,60,1,59,60
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,last_token,3.0,2.0,"I'm really frustrated, my car has broken down. Sorry to hear that. Is there anything we can do to help? Unfortunately, it looks like I'm going to have to call another taxi now, or I'll be late.",3.6055524349,7.125,0.506042447,60,1,59,60
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,last_token,3.0,2.0,"Hey Tom, I'm heading to the movie theater to catch the new Hollywood thriller. I'm not really looking forward to it, to be honest. Another action film with too much violence and terror. I'm not a fan of all",3.6055524349,7.3125,0.4930669996,60,1,59,60
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,last_token,3.0,2.0,"Lee, I'm getting married next month and I'm beyond excited. I'm thrilled to share the news with you and I'd love for you to be there. You're officially invited to my wedding - I really",3.6055524349,7.15625,0.5038326547,60,1,59,60
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,last_token,3.0,3.0,"Look, I'm really sorry, sir. My car has broken down. I'm going to be late because of it. Can't you do anything to help me? I'm stuck with no other options, so I'll have",4.2426424026,7.125,0.5954585828,60,1,59,60
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,last_token,3.0,3.0,"Hey Tom, I'm heading to the movie theater to catch the new Hollywood thriller. I'm not really looking forward to it, to be honest. Another action film with too much violence and terror. I'm not a fan of all",4.2426424026,7.3125,0.580190414,60,1,59,60
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,last_token,3.0,3.0,"Lee, I'm getting married next month and I'm beyond excited. You're one of the first people I wanted to tell. Congratulations to you too, you deserve to know. You're invited to my wedding,",4.2426424026,7.15625,0.5928583270000001,60,1,59,60
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,0.0,-3.0,"**Polite and apologetic**: ""I'm so sorry to bother you, but my car has broken down. I'm really sorry for the inconvenience. Would it be possible to help me out or",3.0,7.125,0.4210526316,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,0.0,-3.0,"Hi Tom, I'm heading out to the movies. I heard there's a new action film from Hollywood that's just been released. I'm curious to see it, but I have to admit, I'm a bit",3.0,7.3125,0.41025641030000004,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,0.0,-3.0,"**Excited and casual:** ""Hey Lee, I've got some amazing news to share - I'm getting married next month! I'd love for you to be there to celebrate with me. You",3.0,7.15625,0.41921397380000003,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,0.0,-2.0,"**Polite and apologetic**: ""I'm so sorry to bother you, but my car has broken down. I'm really sorry for the inconvenience. Would it be possible to help me out or",1.9999998808,7.125,0.2807017377,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,0.0,-2.0,"Hi Tom, I'm heading out to the movie theater. I heard there's a new action film from Hollywood that's just been released. I'm not sure if I'm in the mood for a thriller, but I",1.9999998808,7.3125,0.2735042572,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,0.0,-2.0,"**Excited and casual:** ""Hey Lee, I've got some amazing news - I'm getting married next month! I'd love for you to be there to celebrate with me. You're invited",1.9999998808,7.15625,0.2794759659,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,0.0,-1.0,"**Polite and apologetic**: ""I'm so sorry to bother you, but my car has broken down. I'm really sorry for the inconvenience. Is there anything I can do to get back",0.9999999404000001,7.125,0.1403508688,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,0.0,-1.0,"Hey Tom, where are you off to? I'm actually heading to the movie theater to catch a new film. I've heard it's a Hollywood production, an action-packed thriller that's got everyone talking. I'm",0.9999999404000001,7.3125,0.1367521286,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,0.0,-1.0,"**Excited and casual:** ""Hey Lee, I've got some amazing news - I'm getting married next month! I'd love for you to be there to celebrate with me. You're officially",0.9999999404000001,7.15625,0.1397379829,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,0.0,1.0,"I'm really sorry to be a bother, but my car has broken down. I'm running late and I'm worried I'll be late for my appointment. Is there anything you can do to help me?",0.9999999404000001,7.125,0.1403508688,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,0.0,1.0,"Hey Tom, where are you off to? I'm actually heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, but to be honest, I'm not a huge",0.9999999404000001,7.3125,0.1367521286,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,0.0,1.0,"Here are a few rewritten versions that align with different emotions: **Excited and Playful:** ""Hey Lee, guess what? I'm getting married next month! I'm beyond thrilled and I'm so excited to share this special day with you! You're officially invited to the wedding - I",0.9999999404000001,7.15625,0.1397379829,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,0.0,2.0,"I'm really sorry, sir. My car has broken down and I'm running late. Is there anything we can do to help?",1.9999998808,7.125,0.2807017377,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,0.0,2.0,"Hey Tom, where are you off to? I'm heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, but to be honest, I'm not a fan of",1.9999998808,7.3125,0.2735042572,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,0.0,2.0,"Here are a few rewritten versions that align with different emotions: **Excited and Playful:** ""Hey Lee, guess what?! I'm getting married next month! I'm beyond thrilled and I'm so glad you're a part of my life! You're officially invited to the wedding of the",1.9999998808,7.15625,0.2794759659,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,0.0,3.0,"(Angry) ""Are you kidding me? My car breaks down and now I'm stuck here? Sorry to hear that, but I don't have time for this. Can't you do anything to help me?",3.0,7.125,0.4210526316,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,0.0,3.0,"Hey Tom, where are you off to? I'm heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, but honestly, I'm not a fan of all the",3.0,7.3125,0.41025641030000004,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,0.0,3.0,"Here are a few rewritten versions that align with different emotions: **Angry:** ""Lee, I'm getting married next month and you're the last person I want to invite. Congratulations to me, I guess. You're invited, but don't expect a plus one."" **Bitter:",3.0,7.15625,0.41921397380000003,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,0.5,-3.0,"**Polite and apologetic**: ""I'm so sorry to be a bother, sir. Unfortunately, my car has broken down. I'm really sorry for the inconvenience. Would it be possible to",3.0413808823,7.125,0.4268604747,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,0.5,-3.0,"Hi Tom, I'm heading out to the movies. I heard there's a new Hollywood film that just came out, an action-packed thriller. I'm not sure if it's a horror film, but I'm intrigued",3.0413808823,7.3125,0.4159153343,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,0.5,-3.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news to share with you - I'm getting married next month! I'd be honored if you could join me on this special",3.0413808823,7.15625,0.4249964552,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,0.5,-2.0,"**Polite and apologetic**: ""I'm so sorry to bother you, but my car has broken down. I'm really sorry for the inconvenience. Would it be possible to help me out or",2.0615522861,7.125,0.2893406717,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,0.5,-2.0,"Hi Tom, I'm heading out to the movie theater. I heard there's a new action film from Hollywood that's just been released. It's a thriller, but I'm not sure if I'm in the mood",2.0615522861,7.3125,0.2819216802,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,0.5,-2.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news to share with you - I'm getting married next month! I'd be honored if you could join me on this special",2.0615522861,7.15625,0.2880771754,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,0.5,-1.0,"**Polite and apologetic**: ""I'm so sorry to bother you, but my car has broken down. I'm really sorry for the inconvenience. Would it be possible to help me out or",1.1180336475,7.125,0.15691700320000002,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,0.5,-1.0,"Hey Tom, where are you off to? I'm actually heading to the movie theater to catch the new Hollywood film. I've heard it's an action-packed thriller, but I'm not sure if I'm in the",1.1180336475,7.3125,0.15289349030000002,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,0.5,-1.0,"**Excited and casual:** ""Hey Lee, I've got some amazing news - I'm getting married next month! I'd love for you to be there to celebrate with me. You're officially invited to the",1.1180336475,7.15625,0.1562317761,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,0.5,0.0,"I'm really sorry to be a bother, but my car has broken down. I'm so frustrated about it. Is there anything we can do to help me get back on the road?",0.49999997020000003,7.125,0.0701754344,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,0.5,0.0,"Hey Tom, where are you off to? I'm actually heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, but to be honest, I'm a bit skeptical",0.49999997020000003,7.3125,0.0683760643,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,0.5,0.0,"**Excited and casual:** ""Hey Lee, I've got some amazing news - I'm getting married next month! I'd love for you to be there to celebrate with me. You're officially invited to the",0.49999997020000003,7.15625,0.0698689915,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,0.5,1.0,"I'm really sorry, sir. My car has broken down and I'm running late. Is there anything I can do to get back on schedule?",1.1180343628,7.125,0.15691710350000002,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,0.5,1.0,"Hey Tom, where are you off to? I'm actually heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, but to be honest, I'm not a fan",1.1180343628,7.3125,0.1528935881,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,0.5,1.0,"Here are a few rewritten versions that align with different emotions: **Excited and Playful:** ""Hey Lee, guess what? I'm getting married next month! I'm beyond thrilled and I'm so glad you're a part of my life. You're officially invited to the wedding - I",1.1180343628,7.15625,0.15623187600000002,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,0.5,2.0,"(Angry) ""Are you kidding me? My car has broken down and now I'm going to be late. Can't you do anything to help me?",2.0615530014,7.125,0.28934077210000003,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,0.5,2.0,"Hey Tom, where are you off to? I'm heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, but to be honest, I'm not a fan of",2.0615530014,7.3125,0.281921778,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,0.5,2.0,"Here are a few rewritten versions that align with different emotions: **Excited and Playful:** ""Hey Lee, guess what? I'm getting married next month! I'm beyond thrilled and I'm so glad you're a part of my life. You're officially invited to the wedding - I",2.0615530014,7.15625,0.2880772753,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,0.5,3.0,"I'm extremely frustrated, sir. My car has broken down. I'm already running late, and I don't have time to waste. Can't you do something about it? I need a solution, not just sympathy. I",3.0413815975,7.125,0.42686057510000003,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,0.5,3.0,"Hey Tom, where are you off to? I'm heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, another mind-blowing action film. To be honest",3.0413815975,7.3125,0.41591543210000004,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,0.5,3.0,"Here are a few rewritten versions that align with different emotions: **Angry:** ""Lee, I'm getting married next month and you're the last person I want to invite. Congratulations, I guess. You're invited, but don't expect me to be all smiles about it."" **B",3.0413815975,7.15625,0.4249965551,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,1.0,-3.0,"**Polite and apologetic**: ""I'm so sorry to be a bother, sir. Unfortunately, my car has broken down. I'm really sorry for the inconvenience. Would it be possible to",3.1622769833,7.125,0.4438283485,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,1.0,-3.0,"Hi Tom, I'm actually heading out to the movies. I heard there's a new Hollywood film that just came out, and I'm curious to check it out. It's an action-packed thriller, but I have",3.1622769833,7.3125,0.4324481345,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,1.0,-3.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news to share with you - I'm getting married next month! I'd be honored if you could join me on this special",3.1622769833,7.15625,0.4418902335,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,1.0,-2.0,"I'm really sorry to be a bother, but my car has broken down. I'm feeling a bit frustrated about it, and I'm worried I'll be late. Is there anything you can do to help me out?",2.2360672951,7.125,0.3138340063,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,1.0,-2.0,"Hi Tom, I'm actually heading out to the movies. I heard there's a new Hollywood film that just came out, an action-packed thriller. I'm not sure if it's another horror movie, but I'm",2.2360672951,7.3125,0.3057869805,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,1.0,-2.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news to share - I'm getting married next month! I'd be honored if you could join me on this special day.",2.2360672951,7.15625,0.3124635522,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,1.0,-1.0,"I'm really sorry, sir. My car has broken down. I'm feeling a bit frustrated about it. Is there anything I can do to get back on the road?",1.4142130613,7.125,0.1984860437,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,1.0,-1.0,"Hey Tom, where are you off to? I'm actually heading to the movie theater to catch the new Hollywood action film. I've heard it's a real thriller, but I'm not sure if I'm in the",1.4142130613,7.3125,0.193396658,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",anger,fear,13,completion_tokens,1.0,-1.0,"**Excited and Grateful:** ""Hey Lee, I have some amazing news - I'm getting married next month! I'd be honored if you could join me on this special day. You're one of the",1.4142130613,7.15625,0.1976192924,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",anger,fear,13,completion_tokens,1.0,0.0,"I'm really sorry to be a bother, but my car has broken down. I'm so frustrated about it. Is there anything we can do to help me get back on the road?",0.9999999404000001,7.125,0.1403508688,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",anger,fear,13,completion_tokens,1.0,0.0,"Hey Tom, where are you off to? I'm actually heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, but to be honest, I'm a bit skeptical",0.9999999404000001,7.3125,0.1367521286,60,1,59,59
